kP,kI,kD,,,,
1.00E-05,1.00E-05,0.0001,,,,
Target,Altitude,Time,P,I,D,Thrott
1000,1300.91,262,-297.468,-38953.4,-1.13581,-0.27136
1000,1307.68,262.1,-303.187,-39717.5,-1.1572,-0.279075
1000,1312.11,262.2,-308.798,-40468,-1.17817,-0.286652
1000,1317.55,262.3,-313.209,-41061.7,-1.19454,-0.292649
1000,1322.88,262.4,-318.626,-41787.8,-1.21474,-0.299979
1000,1328.11,262.5,-323.935,-42500.3,-1.23451,-0.307173
1000,1333.22,262.6,-329.138,-43199.3,-1.25386,-0.31423
1000,1338.23,262.7,-334.233,-43884.8,-1.27278,-0.321151
1000,1343.14,262.8,-339.223,-44556.9,-1.29129,-0.327936
1000,1347.94,262.9,-344.107,-45215.6,-1.30939,-0.334585
1000,1352.63,263,-348.885,-45860.9,-1.32706,-0.3411
1000,1357.22,263.1,-353.558,-46492.9,-1.34433,-0.34748
1000,1361.71,263.2,-358.126,-47111.5,-1.36118,-0.353725
1000,1366.09,263.3,-362.59,-47716.9,-1.37762,-0.359836
1000,1370.36,263.4,-366.95,-48309,-1.39366,-0.365813
1000,1374.54,263.5,-371.206,-48887.9,-1.40929,-0.371656
1000,1378.61,263.6,-375.359,-49453.5,-1.42451,-0.377366
1000,1382.57,263.7,-379.408,-50006,-1.43933,-0.382943
1000,1386.44,263.8,-384.132,-50647.8,-1.4567,-0.389419
1000,1390.2,263.9,-387.199,-51071.6,-1.46777,-0.393698
1000,1393.86,264,-390.941,-51584.7,-1.4814,-0.398877
1000,1397.42,264.1,-394.581,-52084.6,-1.49462,-0.403924
1000,1400.88,264.2,-398.118,-52571.5,-1.50745,-0.408838
1000,1404.89,264.3,-401.555,-53045.4,-1.51989,-0.413621
1000,1407.49,264.4,-404.89,-53506.2,-1.53193,-0.418271
1000,1410.64,264.5,-408.124,-53954,-1.54359,-0.422791
1000,1414.29,264.6,-411.257,-54388.8,-1.55485,-0.427179
1000,1416.64,264.7,-414.29,-54810.5,-1.56572,-0.431435
1000,1419.5,264.8,-417.796,-55295.4,-1.57838,-0.436327
1000,1422.25,264.9,-420.054,-55615.2,-1.58631,-0.439555
1000,1424.9,265,-423.321,-56068.8,-1.59804,-0.444132
1000,1427.45,265.1,-425.419,-56368,-1.60535,-0.447152
1000,1429.91,265.2,-427.951,-56724.9,-1.6143,-0.450754
1000,1432.26,265.3,-430.385,-57069,-1.62287,-0.454226
1000,1434.51,265.4,-432.719,-57400.1,-1.63105,-0.457567
1000,1436.67,265.5,-434.954,-57718.4,-1.63886,-0.460777
1000,1439.13,265.6,-437.505,-58078.8,-1.64785,-0.464414
1000,1440.69,265.7,-439.127,-58316.1,-1.65334,-0.466808
1000,1442.55,265.8,-441.066,-58595.6,-1.66001,-0.469628
1000,1444.65,265.9,-443.262,-58909.6,-1.66765,-0.472795
1000,1445.97,266,-444.648,-59115.9,-1.67224,-0.474877
1000,1447.54,266.1,-446.292,-59356.8,-1.67779,-0.477306
1000,1449.28,266.2,-447.837,-59584.7,-1.68297,-0.479606
1000,1450.37,266.3,-449.285,-59799.8,-1.68777,-0.481775
1000,1451.64,266.4,-450.893,-60036.3,-1.69318,-0.48416
1000,1452.82,266.5,-451.886,-60191.3,-1.69627,-0.485722
1000,1453.89,266.6,-453.041,-60367.7,-1.69997,-0.487501
1000,1454.87,266.7,-454.297,-60557.8,-1.70404,-0.489418
1000,1455.75,266.8,-455.236,-60705.8,-1.70692,-0.490909
1000,1456.68,266.9,-455.918,-60819.4,-1.70884,-0.492055
1000,1457.22,267,-456.823,-60963,-1.71159,-0.493502
1000,1457.81,267.1,-457.47,-61072.3,-1.71337,-0.494603
1000,1458.3,267.2,-457.918,-61154.9,-1.71441,-0.495436
1000,1458.7,267.3,-458.39,-61240.9,-1.71553,-0.496302
1000,1459,267.4,-458.765,-61314,-1.71629,-0.497037
1000,1459.22,267.5,-459.043,-61374.1,-1.71669,-0.497641
1000,1459.3,267.6,-459.248,-61424.5,-1.71682,-0.498147
1000,1459.3,267.7,-459.307,-61455.3,-1.7164,-0.498457
1000,1459.21,267.8,-459.28,-61474.6,-1.71565,-0.498649
1000,1459.02,267.9,-459.149,-61480.1,-1.71452,-0.498702
1000,1458.67,268,-458.975,-61479.7,-1.71323,-0.498696
1000,1458.36,268.1,-458.67,-61461.8,-1.71146,-0.498513
1000,1457.88,268.2,-458.176,-61418.5,-1.70898,-0.498074
1000,1457.3,268.3,-457.769,-61386.9,-1.70682,-0.497752
1000,1456.63,268.4,-457.174,-61329.8,-1.70396,-0.497174
1000,1455.69,268.5,-456.481,-61259.7,-1.70075,-0.496463
1000,1454.99,268.6,-455.691,-61176.5,-1.69717,-0.495621
1000,1453.82,268.7,-454.804,-61080.2,-1.69324,-0.494647
1000,1452.96,268.8,-453.821,-60970.8,-1.68895,-0.49354
1000,1451.56,268.9,-452.741,-60848.4,-1.6843,-0.492302
1000,1450.29,269,-451.317,-60679.6,-1.67838,-0.490597
1000,1449.2,269.1,-450.291,-60564.2,-1.67395,-0.489428
1000,1447.76,269.2,-448.636,-60364,-1.66717,-0.487406
1000,1446.21,269.3,-447.456,-60227.5,-1.66217,-0.486025
1000,1444.57,269.4,-445.894,-60039.6,-1.65575,-0.484125
1000,1442.84,269.5,-444.235,-59838.5,-1.64898,-0.482093
1000,1440.63,269.6,-442.481,-59624.3,-1.64186,-0.479929
1000,1439.08,269.7,-440.631,-59397,-1.63439,-0.477632
1000,1436.64,269.8,-438.284,-59102.6,-1.62508,-0.474659
1000,1434.94,269.9,-436.643,-58903.1,-1.61839,-0.472642
1000,1432.73,270,-434.067,-58577.3,-1.60825,-0.469352
1000,1430.42,270.1,-432.273,-58356.9,-1.60101,-0.467123
1000,1428.01,270.2,-429.945,-58064.1,-1.5918,-0.464166
1000,1425.52,270.3,-427.027,-57691.3,-1.58041,-0.460401
1000,1422.92,270.4,-424.49,-57369.8,-1.57044,-0.457154
1000,1420.23,270.5,-422.392,-57107.4,-1.5621,-0.454502
1000,1417.45,270.6,-419.685,-56762.4,-1.55152,-0.451017
1000,1414.58,270.7,-416.884,-56404.4,-1.54059,-0.447401
1000,1411.6,270.8,-413.398,-55953.4,-1.52715,-0.442848
1000,1408.54,270.9,-410.999,-55649.3,-1.51772,-0.439774
1000,1405.38,271,-407.288,-55167.1,-1.50346,-0.434906
1000,1402.13,271.1,-404.739,-54842.1,-1.4935,-0.431622
1000,1398.79,271.2,-401.469,-54419.1,-1.48089,-0.427349
1000,1395.35,271.3,-397.421,-53890.3,-1.46542,-0.422011
1000,1391.82,271.4,-394.649,-53534.1,-1.45466,-0.418411
1000,1388.19,271.5,-391.099,-53072.2,-1.44104,-0.413747
1000,1384.48,271.6,-386.718,-52497,-1.42438,-0.40794
1000,1380.67,271.7,-383.724,-52109.7,-1.41283,-0.404027
1000,1376.77,271.8,-379.121,-51503.7,-1.39537,-0.397909
1000,1371.97,271.9,-375.98,-51095.7,-1.3833,-0.393787
1000,1368.7,272,-371.158,-50458.9,-1.36505,-0.387359
1000,1364.52,272.1,-367.87,-50030.3,-1.35246,-0.383029
1000,1360.26,272.2,-362.829,-49362.9,-1.33344,-0.376292
1000,1355.9,272.3,-359.396,-48913.7,-1.32034,-0.371754
1000,1350.56,272.4,-355.022,-48336.3,-1.30379,-0.365923
1000,1346.92,272.5,-350.559,-47746.1,-1.28693,-0.359964
1000,1342.3,272.6,-346.006,-47143.3,-1.26975,-0.353877
1000,1336.63,272.7,-341.363,-46527.7,-1.25225,-0.347662
1000,1332.78,272.8,-335.673,-45769,-1.23092,-0.340004
1000,1327.89,272.9,-330.834,-45125.7,-1.21273,-0.333509
1000,1322.91,273,-326.899,-44605.3,-1.19787,-0.328251
1000,1317.84,273.1,-321.9,-43939.3,-1.17912,-0.321527
1000,1312.68,273.2,-316.813,-43260.8,-1.16006,-0.314676
1000,1307.43,273.3,-311.638,-42569.7,-1.1407,-0.307698
1000,1301.03,273.4,-306.376,-41866.2,-1.12102,-0.300595
1000,1295.59,273.5,-301.026,-41150.2,-1.10105,-0.293366
1000,1291.18,273.6,-295.589,-40421.8,-1.08077,-0.286012
1000,1285.59,273.7,-290.066,-39681.1,-1.06018,-0.278533
1000,1279.91,273.8,-284.457,-38927.9,-1.0393,-0.270929
1000,1272.98,273.9,-277.612,-38005.1,-1.01392,-0.261616
1000,1268.29,274,-271.815,-37225,-0.992386,-0.253739
1000,1262.36,274.1,-265.932,-36432.6,-0.970553,-0.24574
1000,1256.34,274.2,-261.164,-35792.5,-0.952806,-0.239274
1000,1250.24,274.3,-255.129,-34978.2,-0.930448,-0.231052
1000,1242.81,274.4,-249.009,-34151.6,-0.907799,-0.222708
1000,1237.78,274.5,-242.806,-33313,-0.884862,-0.214241
1000,1231.43,274.6,-236.519,-32462.3,-0.861637,-0.205653
1000,1224.99,274.7,-230.15,-31599.6,-0.838128,-0.196943
1000,1217.16,274.8,-223.697,-30724.8,-0.814333,-0.188112
1000,1211.88,274.9,-215.846,-29657.2,-0.785465,-0.177337
1000,1203.85,275,-210.546,-28939.6,-0.765901,-0.170089
1000,1198.43,275.1,-203.848,-28029.1,-0.741266,-0.160897
1000,1191.59,275.2,-197.069,-27106.8,-0.716354,-0.151586
1000,1183.27,275.3,-190.209,-26172.7,-0.691166,-0.142156
1000,1177.66,275.4,-183.269,-25226.9,-0.665705,-0.132608
1000,1170.57,275.5,-176.248,-24269.4,-0.639971,-0.122941
1000,1163.41,275.6,-169.148,-23300.2,-0.613968,-0.113157
1000,1156.17,275.7,-161.969,-22319.4,-0.587697,-0.103256
1000,1148.85,275.8,-153.25,-21125.6,-0.555859,-0.0912081
1000,1141.45,275.9,-147.375,-20323,-0.534355,-0.0831027
1000,1132.47,276,-138.469,-19101.8,-0.501881,-0.0707781
1000,1126.42,276.1,-130.962,-18072.7,-0.4745,-0.06039
1000,1118.79,276.2,-124.901,-17242.5,-0.452375,-0.0520051
1000,1111.08,276.3,-117.255,-16193,-0.424531,-0.0414098
1000,1103.3,276.4,-109.534,-15132.1,-0.396431,-0.0307003
1000,1095.44,276.5,-101.736,-14060,-0.368076,-0.0198772
1000,1087.51,276.6,-92.2797,-12757.7,-0.333742,-0.00673513
1000,1079.5,276.7,-85.9154,-11882.1,-0.310612,0.00210799
1000,1069.8,276.8,-77.8927,-10776.5,-0.281506,0.0132691
1000,1063.27,276.9,-69.7959,-9659.76,-0.252153,0.0245415
1000,1055.04,277,-61.6262,-8532.15,-0.222558,0.0359221
1000,1046.75,277.1,-53.3877,-7394.19,-0.192735,0.047404
1000,1038.4,277.2,-43.419,-6015.7,-0.156691,0.0613055
1000,1030.01,277.3,-36.7293,-5090.68,-0.132501,0.0706342
1000,1021.57,277.4,-28.3253,-3927.31,-0.102147,0.0823594
1000,1013.11,277.5,-19.8836,-2757.86,-0.0716786,0.0941412
1000,1004.62,277.6,-11.4133,-1583.59,-0.041129,0.105967
1000,996.123,277.7,-2.92325,-405.748,-0.0105305,0.117823
1000,987.621,277.8,5.57711,774.382,0.0200832,0.129698
1000,979.126,277.9,14.0785,1955.5,0.0506785,0.141578
1000,970.647,278,22.5713,3136.28,0.081221,0.153449
1000,960.506,278.1,32.7383,4550.62,0.117764,0.167667
1000,952.095,278.2,39.4939,5491.62,0.142013,0.177112
1000,945.4,278.3,47.9047,6663.54,0.172195,0.188878
1000,937.079,278.4,56.2689,7829.82,0.202188,0.200581
1000,928.822,278.5,64.5773,8989.17,0.231959,0.21221
1000,920.637,278.6,72.8208,10140.3,0.261475,0.22375
1000,912.534,278.7,80.9903,11281.9,0.290704,0.23519
1000,904.52,278.8,89.0766,12412.8,0.319615,0.246515
1000,896.606,278.9,97.0711,13531.7,0.348175,0.257715
1000,888.799,279,106.53,14855.6,0.381966,0.270975
1000,881.11,279.1,112.748,15728.4,0.404115,0.279684
1000,873.546,279.2,120.413,16803.7,0.431434,0.290428
1000,866.117,279.3,127.951,17861.9,0.458277,0.300995
1000,858.83,279.4,135.352,18902,0.484613,0.311374
1000,851.693,279.5,142.61,19922.6,0.510414,0.321552
1000,844.716,279.6,149.715,20922.7,0.535653,0.331518
1000,837.905,279.7,156.66,21901,0.5603,0.34126
1000,831.269,279.8,164.771,23043.2,0.589099,0.352647
1000,824.814,279.9,170.037,23788.2,0.60771,0.360028
1000,818.55,280,176.454,24694.8,0.630419,0.369031
1000,812.482,280.1,182.68,25575.2,0.652428,0.377767
1000,805.472,280.2,188.707,26428.4,0.673712,0.386223
1000,799.863,280.3,194.528,27253.4,0.694248,0.394391
1000,795.533,280.4,200.137,28049.3,0.714011,0.402261
1000,790.323,280.5,206.579,28962.3,0.736729,0.411307
1000,785.343,280.6,210.692,29549.6,0.75113,0.417067
1000,780.601,280.7,215.625,30252.1,0.768441,0.423983
1000,775.231,280.8,220.319,30921.7,0.784891,0.430564
1000,771.851,280.9,224.769,31557.5,0.800458,0.4368
1000,767.856,281,228.968,32158.6,0.815124,0.442682
1000,764.12,281.1,232.912,32724.2,0.82887,0.448204
1000,760.649,281.2,237.301,33352.6,0.844186,0.454355
1000,756.84,281.3,240.013,33745.9,0.853533,0.458133
1000,754.52,281.4,243.16,34200.5,0.864417,0.462526
1000,751.873,281.5,246.032,34616.7,0.874313,0.466528
1000,749.509,281.6,249.107,35061.8,0.884927,0.47082
1000,747.432,281.7,250.93,35330.9,0.891086,0.473335
1000,745.646,281.8,252.949,35627.8,0.897937,0.476128
1000,744.155,281.9,254.986,35927.5,0.904847,0.478945
1000,742.962,282,256.358,36133.7,0.909395,0.480819
1000,742.069,282.1,257.241,36271,0.912202,0.481997
1000,741.48,282.2,258.073,36401.2,0.914828,0.483101
1000,741.198,282.3,258.601,36488.6,0.916374,0.483771
1000,741.266,282.4,258.822,36532.7,0.916832,0.484005
1000,741.559,282.5,258.734,36533.3,0.916198,0.483799
1000,742.374,282.6,258.219,36473.5,0.91405,0.482983
1000,743.167,282.7,257.626,36402.6,0.911629,0.482054
1000,744.44,282.8,256.604,36270.9,0.907689,0.480512
1000,746.026,282.9,255.268,36094.9,0.902645,0.478523
1000,747.924,283,253.619,35874.4,0.896498,0.476086
1000,750.613,283.1,251.229,35548.9,0.887735,0.472591
1000,752.652,283.2,249.387,35300.8,0.880916,0.469876
1000,755.477,283.3,246.807,34947.9,0.871495,0.466106
1000,758.607,283.4,243.921,34551.4,0.860999,0.461898
1000,762.037,283.5,240.731,34111.6,0.84944,0.457254
1000,765.765,283.6,237.241,33629,0.83683,0.452178
1000,769.786,283.7,233.454,33103.8,0.823182,0.446677
1000,774.097,283.8,229.375,32536.8,0.808511,0.440755
1000,778.691,283.9,225.007,31928.5,0.792837,0.43442
1000,783.564,284,220.356,31279.6,0.776176,0.427676
1000,788.711,284.1,214.41,30446.2,0.754964,0.419077
1000,794.123,284.2,210.228,29862.9,0.739979,0.413
1000,800.961,284.3,204.763,29096.8,0.720488,0.405083
1000,805.721,284.4,199.039,28293.4,0.700103,0.396795
1000,813.154,284.5,193.065,27453.8,0.678849,0.388143
1000,818.3,284.6,186.846,26578.8,0.656752,0.379138
1000,824.938,284.7,180.391,25669.6,0.633839,0.369792
1000,833.195,284.8,173.707,24727.3,0.610142,0.360116
1000,838.87,284.9,165.399,23552.8,0.580754,0.348105
1000,846.145,285,159.691,22748,0.560517,0.339822
1000,853.613,285.1,152.377,21713.7,0.534655,0.329231
1000,861.265,285.2,144.871,20651.4,0.508142,0.318362
1000,869.09,285.3,137.184,19562.4,0.481009,0.307229
1000,877.08,285.4,129.324,18448.1,0.453293,0.295845
1000,886.87,285.5,121.303,17310,0.425028,0.284225
1000,895.183,285.6,111.479,15913.6,0.390469,0.270009
1000,901.927,285.7,104.817,14967.9,0.367007,0.260337
1000,910.464,285.8,96.3748,13767.1,0.337329,0.248102
1000,920.852,285.9,87.815,12548.8,0.30726,0.235694
1000,927.855,286,79.1483,11314.3,0.276839,0.223129
1000,936.686,286.1,70.3857,10065.2,0.246104,0.210422
1000,945.592,286.2,61.5389,8803.13,0.215096,0.19759
1000,954.561,286.3,52.6192,7529.81,0.183855,0.18465
1000,963.582,286.4,43.6384,6246.83,0.152422,0.171618
1000,972.644,286.5,34.6082,4955.9,0.120839,0.158512
1000,981.733,286.6,25.5405,3658.68,0.0891466,0.145349
1000,990.839,286.7,16.4469,2356.84,0.0573862,0.132144
1000,999.948,286.8,7.33946,1052.11,0.0255998,0.118916
1000,1009.05,286.9,-1.76994,-253.809,-0.00617133,0.105683
1000,1018.13,287,-10.8696,-1559.24,-0.0378863,0.0924596
1000,1028.99,287.1,-19.9475,-2862.46,-0.0695034,0.0792648
1000,1036.2,287.2,-28.9921,-4161.82,-0.100983,0.066115
1000,1045.15,287.3,-37.9916,-5455.59,-0.132283,0.0530274
1000,1054.04,287.4,-46.9346,-6742.15,-0.163364,0.0400184
1000,1062.85,287.5,-55.8097,-8019.85,-0.194188,0.0271047
1000,1071.58,287.6,-64.6054,-9287.03,-0.224715,0.0143029
1000,1080.2,287.7,-73.3106,-10542.1,-0.254905,0.00162937
1000,1088.72,287.8,-81.9142,-11783.4,-0.284721,-0.0108998
1000,1097.11,287.9,-92.0891,-13251.6,-0.319976,-0.0257095
1000,1105.38,288,-98.7746,-14218.6,-0.343087,-0.0354684
1000,1113.53,288.1,-108.653,-15646.1,-0.377269,-0.0498649
1000,1121.55,288.2,-115.14,-16585.9,-0.399653,-0.0593494
1000,1129.45,288.3,-123.137,-17744.1,-0.427263,-0.0710323
1000,1137.22,288.4,-131.012,-18885.4,-0.454429,-0.0825454
1000,1144.88,288.5,-138.765,-20009.9,-0.481155,-0.0938891
1000,1153.91,288.6,-146.397,-21117.8,-0.507442,-0.105064
1000,1159.83,288.7,-153.909,-22209,-0.533294,-0.116072
1000,1167.13,288.8,-161.301,-23283.7,-0.558714,-0.126913
1000,1174.31,288.9,-168.574,-24342.1,-0.583704,-0.137588
1000,1181.37,289,-175.729,-25384.1,-0.60827,-0.148099
1000,1188.31,289.1,-182.767,-26409.8,-0.632411,-0.158445
1000,1195.14,289.2,-189.688,-27419.4,-0.656133,-0.168629
1000,1201.85,289.3,-196.493,-28412.8,-0.679435,-0.178649
1000,1208.45,289.4,-203.182,-29390.2,-0.702322,-0.188508
1000,1214.93,289.5,-209.756,-30351.7,-0.724797,-0.198206
1000,1221.3,289.6,-216.216,-31297.3,-0.746861,-0.207743
1000,1228.8,289.7,-222.563,-32227.1,-0.768518,-0.217121
1000,1233.7,289.8,-228.796,-33141.1,-0.789768,-0.22634
1000,1239.73,289.9,-234.916,-34039.4,-0.810616,-0.2354
1000,1245.65,290,-240.925,-34922.1,-0.831063,-0.244303
1000,1251.46,290.1,-246.822,-35789.2,-0.851111,-0.253048
1000,1257.16,290.2,-252.608,-36640.9,-0.870763,-0.261637
1000,1262.75,290.3,-258.284,-37477,-0.890021,-0.270071
1000,1269.31,290.4,-263.85,-38297.8,-0.908887,-0.278349
1000,1273.59,290.5,-269.307,-39103.3,-0.927364,-0.286472
1000,1278.85,290.6,-274.654,-39893.5,-0.945453,-0.294442
1000,1284.01,290.7,-279.893,-40668.5,-0.963156,-0.302257
1000,1289.05,290.8,-285.024,-41428.3,-0.980475,-0.30992
1000,1293.99,290.9,-290.048,-42172.9,-0.997413,-0.31743
1000,1299.77,291,-294.964,-42902.5,-1.01397,-0.324787
1000,1303.54,291.1,-299.774,-43617.1,-1.03015,-0.331993
1000,1308.16,291.2,-304.477,-44316.6,-1.04595,-0.339048
1000,1312.68,291.3,-309.075,-45001.3,-1.06138,-0.345952
1000,1317.08,291.4,-313.566,-45670.9,-1.07644,-0.352705
1000,1321.39,291.5,-317.953,-46325.8,-1.09112,-0.359308
1000,1325.59,291.6,-322.235,-46965.8,-1.10544,-0.365762
1000,1329.68,291.7,-326.412,-47590.9,-1.11938,-0.372066
1000,1333.67,291.8,-330.486,-48201.4,-1.13297,-0.378222
1000,1337.56,291.9,-334.456,-48797.1,-1.14618,-0.384228
1000,1341.34,292,-338.322,-49378.1,-1.15903,-0.390087
1000,1345.75,292.1,-342.085,-49944.4,-1.17152,-0.395798
1000,1349.3,292.2,-345.746,-50496.2,-1.18366,-0.401361
1000,1352.76,292.3,-349.304,-51033.3,-1.19543,-0.406777
1000,1355.45,292.4,-352.759,-51555.8,-1.20684,-0.412045
1000,1358.72,292.5,-356.113,-52063.8,-1.2179,-0.417167
1000,1361.89,292.6,-359.366,-52557.2,-1.2286,-0.422142
1000,1364.96,292.7,-362.517,-53036.2,-1.23895,-0.426971
1000,1367.93,292.8,-365.566,-53500.6,-1.24895,-0.431654
1000,1370.8,292.9,-368.515,-53950.6,-1.25859,-0.436191
1000,1373.57,293,-371.364,-54386.2,-1.26789,-0.440582
1000,1376.24,293.1,-374.111,-54807.3,-1.27683,-0.444828
1000,1378.81,293.2,-376.759,-55214.1,-1.28543,-0.448928
1000,1381.27,293.3,-379.307,-55606.4,-1.29368,-0.452883
1000,1384.1,293.4,-381.755,-55984.4,-1.30159,-0.456694
1000,1385.91,293.5,-384.103,-56348,-1.30915,-0.460359
1000,1388.08,293.6,-386.353,-56697.2,-1.31636,-0.46388
1000,1390.15,293.7,-388.502,-57032.2,-1.32324,-0.467256
1000,1392.12,293.8,-390.553,-57352.8,-1.32977,-0.470488
1000,1394,293.9,-392.505,-57659,-1.33596,-0.473575
1000,1395.77,294,-394.359,-57951,-1.34181,-0.476517
1000,1397.45,294.1,-396.113,-58228.7,-1.34732,-0.479316
1000,1399.02,294.2,-397.77,-58492,-1.3525,-0.48197
1000,1400.5,294.3,-399.328,-58741.1,-1.35733,-0.484481
1000,1402.15,294.4,-400.788,-58975.9,-1.36183,-0.486847
1000,1403.17,294.5,-402.15,-59196.4,-1.366,-0.489069
1000,1404.35,294.6,-403.414,-59402.7,-1.36983,-0.491147
1000,1405.44,294.7,-404.58,-59594.6,-1.37332,-0.493081
1000,1406.43,294.8,-405.649,-59772.3,-1.37648,-0.494871
1000,1407.33,294.9,-406.62,-59935.7,-1.37931,-0.496517
1000,1408.27,295,-407.493,-60084.8,-1.3818,-0.498019
1000,1408.82,295.1,-408.269,-60219.6,-1.38396,-0.499377
1000,1409.53,295.2,-408.947,-60340.2,-1.38579,-0.500591
1000,1409.92,295.3,-409.528,-60446.4,-1.38729,-0.50166
1000,1410.4,295.4,-410.012,-60538.3,-1.38846,-0.502585
1000,1410.64,295.5,-410.399,-60615.9,-1.3893,-0.503366
1000,1410.85,295.6,-410.688,-60679.1,-1.38981,-0.504002
1000,1410.96,295.7,-410.88,-60728.1,-1.38999,-0.504493
1000,1410.98,295.8,-410.975,-60762.7,-1.38984,-0.50484
1000,1410.9,295.9,-410.973,-60782.9,-1.38936,-0.505043
1000,1410.72,296,-410.874,-60788.8,-1.38856,-0.5051
1000,1410.45,296.1,-410.677,-60780.3,-1.38742,-0.505012
1000,1410.08,296.2,-410.384,-60757.3,-1.38596,-0.504779
1000,1409.61,296.3,-409.993,-60720,-1.38418,-0.504401
1000,1409.05,296.4,-409.506,-60668.3,-1.38207,-0.503878
1000,1408.24,296.5,-408.921,-60602.1,-1.37963,-0.503209
1000,1407.62,296.6,-408.24,-60521.5,-1.37686,-0.502394
1000,1406.77,296.7,-407.461,-60426.5,-1.37377,-0.501434
1000,1405.82,296.8,-406.586,-60317.1,-1.37036,-0.500329
1000,1404.77,296.9,-405.614,-60193.2,-1.36662,-0.499077
1000,1403.62,297,-404.546,-60054.8,-1.36257,-0.49768
1000,1402.12,297.1,-403.381,-59902,-1.35818,-0.496138
1000,1401.04,297.2,-402.119,-59734.8,-1.35348,-0.494449
1000,1399.61,297.3,-400.761,-59553.1,-1.34846,-0.492615
1000,1398.07,297.4,-399.307,-59357,-1.34311,-0.490636
1000,1396.45,297.5,-397.756,-59146.4,-1.33745,-0.488511
1000,1394.72,297.6,-396.11,-58921.4,-1.33146,-0.48624
1000,1392.9,297.7,-394.368,-58681.9,-1.32516,-0.483823
1000,1390.99,297.8,-392.53,-58428,-1.31854,-0.481261
1000,1388.98,297.9,-390.596,-58159.7,-1.3116,-0.478554
1000,1386.44,298,-388.567,-57877,-1.30435,-0.475701
1000,1384.67,298.1,-386.442,-57579.9,-1.29679,-0.472703
1000,1381.91,298.2,-384.223,-57268.4,-1.2889,-0.46956
1000,1379.99,298.3,-381.908,-56942.4,-1.28071,-0.466272
1000,1376.99,298.4,-379.498,-56602.2,-1.2722,-0.462839
1000,1374.92,298.5,-376.994,-56247.6,-1.26339,-0.459261
1000,1371.7,298.6,-374.396,-55878.6,-1.25426,-0.455539
1000,1369.48,298.7,-371.153,-55413.2,-1.24298,-0.450846
1000,1366.62,298.8,-368.916,-55097.6,-1.23507,-0.447661
1000,1363.66,298.9,-366.036,-54685.7,-1.22502,-0.443506
1000,1360.61,299,-363.061,-54259.5,-1.21466,-0.439206
1000,1357.47,299.1,-359.994,-53819.1,-1.20399,-0.434763
1000,1354.24,299.2,-356.833,-53364.3,-1.19302,-0.430176
1000,1350.23,299.3,-353.579,-52895.4,-1.18175,-0.425446
1000,1347.49,299.4,-350.232,-52412.3,-1.17017,-0.420572
1000,1343.98,299.5,-346.793,-51915,-1.15829,-0.415556
1000,1340.37,299.6,-343.262,-51403.5,-1.14612,-0.410397
1000,1336.67,299.7,-339.639,-50877.9,-1.13364,-0.405095
1000,1332.89,299.8,-335.924,-50338.2,-1.12087,-0.399652
1000,1329.01,299.9,-332.117,-49784.4,-1.1078,-0.394066
1000,1325.04,300,-328.22,-49216.6,-1.09443,-0.388338
1000,1320.98,300.1,-324.231,-48634.7,-1.08077,-0.38247
1000,1316.82,300.2,-320.152,-48038.9,-1.06682,-0.37646
1000,1311.72,300.3,-315.983,-47429,-1.05257,-0.370309
1000,1308.25,300.4,-311.724,-46805.3,-1.03804,-0.364018
1000,1302.94,300.5,-307.374,-46167.6,-1.02322,-0.357587
1000,1299.32,300.6,-302.936,-45516.1,-1.00811,-0.351016
1000,1294.72,300.7,-298.408,-44850.8,-0.992709,-0.344305
1000,1290.04,300.8,-293.792,-44171.6,-0.977027,-0.337456
1000,1285.26,300.9,-289.087,-43478.7,-0.961061,-0.330467
1000,1280.4,301,-284.294,-42772,-0.944812,-0.32334
1000,1275.45,301.1,-279.413,-42051.7,-0.928283,-0.316076
1000,1270.41,301.2,-274.445,-41317.7,-0.911475,-0.308673
1000,1265.28,301.3,-269.39,-40570.1,-0.894388,-0.301133
1000,1260.07,301.4,-264.248,-39808.9,-0.877025,-0.293457
1000,1253.7,301.5,-259.019,-39034.2,-0.859387,-0.285643
1000,1248.3,301.6,-253.705,-38246,-0.841475,-0.277694
1000,1243.92,301.7,-248.305,-37444.3,-0.823291,-0.26961
1000,1238.37,301.8,-242.819,-36629.3,-0.804836,-0.26139
1000,1232.73,301.9,-237.249,-35800.8,-0.786112,-0.253035
1000,1227.01,302,-231.594,-34959.1,-0.76712,-0.244546
1000,1221.2,302.1,-225.854,-34104,-0.747862,-0.235923
1000,1215.31,302.2,-220.032,-33235.8,-0.72834,-0.227167
1000,1209.34,302.3,-214.125,-32354.3,-0.708555,-0.218278
1000,1203.28,302.4,-208.136,-31459.7,-0.688508,-0.209256
1000,1197.15,302.5,-202.064,-30552.1,-0.668201,-0.200103
1000,1190.93,302.6,-195.91,-29631.4,-0.647636,-0.190818
1000,1184.63,302.7,-189.674,-28697.7,-0.626814,-0.181402
1000,1178.24,302.8,-183.357,-27751,-0.605737,-0.171856
1000,1170.48,302.9,-175.669,-26596.3,-0.580148,-0.160214
1000,1165.24,303,-170.479,-25819.1,-0.562823,-0.152373
1000,1158.62,303.1,-163.92,-24833.9,-0.54099,-0.142438
1000,1151.91,303.2,-157.281,-23835.9,-0.518908,-0.132375
1000,1145.13,303.3,-150.563,-22825.3,-0.496579,-0.122183
