kP,kI,kD
1e-05,1e-05,0.0001
Target,Altitude,Time,P,I,D,Thrott,Thrott_G
1000,673.767,74.96,323.186,12096.9,4.31721,0.415259,0.290627
1000,669.998,75.06,326.99,12255.6,4.36219,0.416736,0.290474
1000,666.274,75.16,330.75,12413,4.40647,0.418198,0.29032
1000,662.594,75.26,334.466,12569.2,4.45005,0.419646,0.290165
1000,658.238,75.36,338.136,12724.1,4.49291,0.42108,0.290008
1000,655.371,75.46,341.762,12877.6,4.53505,0.422498,0.289851
1000,651.829,75.56,345.341,13029.7,4.57648,0.423901,0.289693
1000,648.333,75.66,348.874,13180.5,4.61718,0.425289,0.289534
1000,644.885,75.76,352.36,13329.8,4.65715,0.426661,0.289374
1000,641.485,75.86,355.799,13477.7,4.6964,0.428017,0.289213
1000,637.468,75.96,359.19,13624.1,4.7349,0.429357,0.289051
1000,634.175,76.06,362.532,13769,4.77267,0.43068,0.288888
1000,631.576,76.16,365.825,13912.3,4.80969,0.431986,0.288724
1000,627.737,76.26,369.069,14054.1,4.84597,0.433276,0.288559
1000,625.219,76.36,372.263,14194.4,4.88149,0.434548,0.288393
1000,622.116,76.46,375.406,14333,4.91626,0.435802,0.288226
1000,619.065,76.56,378.498,14470,4.95028,0.437039,0.288059
1000,616.065,76.66,381.539,14605.3,4.98353,0.438257,0.28789
1000,613.118,76.76,384.528,14739,5.01602,0.439457,0.28772
1000,610.224,76.86,387.465,14870.9,5.04775,0.440638,0.28755
1000,607.382,76.96,390.349,15001.1,5.0787,0.441801,0.287378
1000,604.594,77.06,393.18,15129.6,5.10888,0.442944,0.287206
1000,601.861,77.16,395.957,15256.2,5.13829,0.444068,0.287033
1000,599.182,77.26,398.68,15381.1,5.16692,0.445172,0.286858
1000,596.557,77.36,401.348,15504.1,5.19477,0.446257,0.286683
1000,593.988,77.46,403.961,15625.2,5.22183,0.447321,0.286507
1000,591.475,77.56,406.519,15744.5,5.24811,0.448365,0.28633
1000,589.019,77.66,409.02,15861.8,5.2736,0.449388,0.286152
1000,586.619,77.76,411.466,15977.2,5.2983,0.45039,0.285974
1000,584.276,77.86,413.855,16090.7,5.3222,0.451371,0.285794
1000,581.99,77.96,416.186,16202.1,5.34531,0.452331,0.285613
1000,579.762,78.06,418.46,16311.6,5.36763,0.453269,0.285432
1000,577.593,78.16,420.676,16419,5.38914,0.454185,0.28525
1000,575.482,78.26,422.834,16524.3,5.40985,0.455079,0.285067
1000,573.431,78.36,424.933,16627.6,5.42976,0.455951,0.284883
1000,571.438,78.46,426.973,16728.8,5.44886,0.4568,0.284698
1000,569.506,78.56,428.953,16827.8,5.46715,0.457627,0.284512
1000,567.634,78.66,430.873,16924.7,5.48464,0.45843,0.284326
1000,565.823,78.76,432.733,17019.4,5.50131,0.45921,0.284138
1000,564.072,78.86,434.532,17111.9,5.51717,0.459966,0.28395
1000,562.383,78.96,436.271,17202.2,5.53222,0.460699,0.283761
1000,560.755,79.06,437.948,17290.2,5.54645,0.461408,0.283572
1000,559.189,79.16,439.563,17375.9,5.55987,0.462092,0.283381
1000,557.686,79.26,441.116,17459.4,5.57247,0.462752,0.28319
1000,556.245,79.36,442.607,17540.5,5.58425,0.463387,0.282998
1000,554.867,79.46,444.035,17619.3,5.59521,0.463998,0.282805
1000,553.553,79.56,445.401,17695.8,5.60534,0.464583,0.282611
1000,552.302,79.66,446.702,17769.8,5.61466,0.465143,0.282417
1000,551.115,79.76,447.941,17841.5,5.62316,0.465678,0.282222
1000,549.992,79.86,449.115,17910.7,5.63083,0.466187,0.282026
1000,548.933,79.96,450.225,17977.5,5.63768,0.46667,0.281829
1000,547.94,80.06,451.27,18041.8,5.6437,0.467127,0.281632
1000,547.011,80.16,452.251,18103.6,5.6489,0.467557,0.281434
1000,546.148,80.26,453.167,18162.9,5.65328,0.467961,0.281235
1000,545.35,80.36,454.017,18219.7,5.65683,0.468339,0.281036
1000,544.618,80.46,454.802,18273.9,5.65955,0.468689,0.280836
1000,543.827,80.56,455.52,18325.6,5.66145,0.469012,0.280635
1000,543.352,80.66,456.173,18374.7,5.66253,0.469308,0.280434
1000,542.819,80.76,456.759,18421.1,5.66278,0.469577,0.280232
1000,542.353,80.86,457.279,18464.9,5.6622,0.469817,0.280029
1000,541.954,80.96,457.815,18509.5,5.66182,0.470065,0.279826
1000,541.621,81.06,458.118,18544.6,5.65857,0.470215,0.279622
1000,541.357,81.16,458.437,18580.4,5.65553,0.470372,0.279417
1000,541.16,81.26,458.688,18613.6,5.65165,0.4705,0.279212
1000,541.03,81.36,458.872,18644,5.64696,0.4706,0.279007
1000,540.969,81.46,458.988,18671.6,5.64144,0.470671,0.2788
1000,540.975,81.56,459.036,18696.5,5.6351,0.470713,0.278594
1000,541.05,81.66,459.015,18718.6,5.62795,0.470726,0.278386
1000,541.194,81.76,458.927,18738,5.61997,0.47071,0.278179
1000,541.406,81.86,458.769,18754.5,5.61117,0.470664,0.27797
1000,541.687,81.96,458.544,18768.2,5.60156,0.470589,0.277762
1000,542.036,82.06,458.249,18779,5.59113,0.470484,0.277552
1000,542.455,82.16,457.886,18787,5.57989,0.47035,0.277343
1000,542.942,82.26,457.453,18792.2,5.56783,0.470185,0.277132
1000,543.499,82.36,456.952,18794.4,5.55497,0.469991,0.276922
1000,544.125,82.46,456.381,18793.8,5.5413,0.469767,0.276711
1000,544.82,82.56,455.742,18790.2,5.52682,0.469512,0.276499
1000,545.584,82.66,455.033,18783.8,5.51154,0.469227,0.276288
1000,546.417,82.76,454.255,18774.4,5.49546,0.468911,0.276075
1000,547.32,82.86,453.408,18762,5.47858,0.468565,0.275863
1000,548.292,82.96,452.491,18746.7,5.46091,0.468188,0.27565
1000,549.333,83.06,451.505,18728.4,5.44244,0.46778,0.275437
1000,550.444,83.16,450.45,18707.2,5.42319,0.467342,0.275223
1000,551.624,83.26,449.326,18683,5.40315,0.466873,0.27501
1000,552.872,83.36,448.132,18655.7,5.38232,0.466372,0.274796
1000,554.19,83.46,446.869,18625.5,5.36072,0.465841,0.274581
1000,555.577,83.56,445.538,18592.3,5.33834,0.465279,0.274367
1000,557.033,83.66,444.137,18556,5.31519,0.464685,0.274152
1000,558.558,83.76,442.668,18516.8,5.29127,0.46406,0.273937
1000,560.478,83.86,441.129,18474.5,5.26658,0.463404,0.273722
1000,561.813,83.96,439.522,18429.2,5.24114,0.462717,0.273506
1000,563.543,84.06,437.847,18380.8,5.21494,0.461999,0.273291
1000,565.342,84.16,436.103,18329.4,5.18799,0.461249,0.273075
1000,567.208,84.26,434.29,18274.9,5.1603,0.460468,0.272859
1000,569.143,84.36,432.41,18217.4,5.13186,0.459655,0.272643
1000,571.145,84.46,430.462,18156.9,5.10268,0.458811,0.272427
1000,573.215,84.56,428.446,18093.3,5.07277,0.457936,0.272211
1000,575.352,84.66,426.363,18026.6,5.04213,0.457029,0.271995
1000,577.556,84.76,424.212,17956.9,5.01078,0.456091,0.271779
1000,579.828,84.86,421.995,17884.1,4.9787,0.455121,0.271562
1000,582.165,84.96,419.71,17808.3,4.94591,0.454121,0.271346
1000,584.569,85.06,417.359,17729.4,4.91242,0.453089,0.27113
1000,587.039,85.16,414.942,17647.5,4.87823,0.452025,0.270913
1000,589.575,85.26,412.459,17562.5,4.84334,0.450931,0.270697
1000,592.176,85.36,409.91,17474.5,4.80776,0.449805,0.270481
1000,594.843,85.46,407.295,17383.4,4.7715,0.448649,0.270265
1000,597.574,85.56,404.616,17289.2,4.73457,0.447461,0.270049
1000,600.37,85.66,401.872,17192.1,4.69696,0.446242,0.269833
1000,603.229,85.76,399.064,17091.9,4.65869,0.444993,0.269617
1000,606.153,85.86,396.191,16988.7,4.61977,0.443712,0.269401
1000,609.14,85.96,393.255,16882.4,4.58019,0.442401,0.269186
1000,612.189,86.06,390.255,16773.2,4.53997,0.441059,0.268971
1000,615.301,86.16,387.193,16660.9,4.49911,0.439687,0.268756
1000,618.476,86.26,384.069,16545.7,4.45762,0.438284,0.268541
1000,621.711,86.36,380.882,16427.4,4.41551,0.436851,0.268326
1000,625.009,86.46,377.634,16306.2,4.37279,0.435388,0.268112
1000,628.366,86.56,374.325,16182.1,4.32946,0.433894,0.267898
1000,631.784,86.66,370.955,16054.9,4.28552,0.432371,0.267684
1000,635.262,86.76,367.525,15924.8,4.241,0.430818,0.26747
1000,638.8,86.86,364.035,15791.8,4.19588,0.429236,0.267257
1000,642.396,86.96,360.486,15655.9,4.15019,0.427623,0.267044
1000,646.05,87.06,356.878,15517.1,4.10393,0.425982,0.266832
1000,649.762,87.16,353.212,15375.3,4.05711,0.424311,0.26662
1000,653.532,87.26,349.489,15230.7,4.00974,0.422611,0.266408
1000,657.357,87.36,345.708,15083.2,3.96181,0.420882,0.266197
1000,661.24,87.46,341.871,14932.9,3.91335,0.419125,0.265986
1000,665.177,87.56,337.977,14779.8,3.86437,0.417339,0.265776
1000,669.17,87.66,334.029,14623.8,3.81485,0.415525,0.265566
1000,673.217,87.76,330.025,14465,3.76483,0.413683,0.265356
1000,677.317,87.86,325.968,14303.5,3.71431,0.411813,0.265147
1000,681.47,87.96,321.857,14139.2,3.66329,0.409916,0.264939
1000,685.676,88.06,317.693,13972.1,3.61178,0.40799,0.264731
1000,690.791,88.16,313.476,13802.4,3.5598,0.406038,0.264524
1000,694.242,88.26,309.209,13629.9,3.50736,0.404059,0.264317
1000,698.602,88.36,304.89,13454.8,3.45445,0.402053,0.264111
1000,703.01,88.46,300.521,13277,3.40109,0.400021,0.263906
1000,707.468,88.56,296.102,13096.6,3.3473,0.397962,0.263701
1000,711.974,88.66,291.634,12913.6,3.29307,0.395878,0.263497
1000,716.528,88.76,287.119,12728,3.23842,0.393768,0.263293
1000,721.129,88.86,282.555,12539.8,3.18336,0.391632,0.26309
1000,725.776,88.96,277.945,12349.1,3.1279,0.389472,0.262888
1000,730.468,89.06,273.29,12155.9,3.07205,0.387286,0.262687
1000,735.205,89.16,268.588,11960.2,3.01582,0.385076,0.262486
1000,739.985,89.26,263.843,11762.1,2.95921,0.382842,0.262286
1000,744.809,89.36,259.053,11561.5,2.90223,0.380583,0.262087
1000,749.675,89.46,254.221,11358.6,2.84491,0.378301,0.261889
1000,754.583,89.56,249.346,11153.3,2.78724,0.375996,0.261691
1000,759.532,89.66,244.43,10945.6,2.72924,0.373668,0.261494
1000,765.522,89.76,239.474,10735.6,2.67091,0.371317,0.261299
1000,769.547,89.86,234.478,10523.4,2.61228,0.368943,0.261103
1000,775.63,89.96,229.443,10308.9,2.55334,0.366548,0.260909
1000,779.715,90.06,224.37,10092.2,2.49411,0.364131,0.260716
1000,784.855,90.16,219.26,9873.27,2.4346,0.361693,0.260524
1000,790.03,90.26,214.113,9652.23,2.37481,0.359233,0.260332
1000,796.285,90.36,208.931,9429.07,2.31477,0.356753,0.260142
1000,800.483,90.46,203.715,9203.84,2.25448,0.354253,0.259952
1000,805.759,90.56,198.465,8976.56,2.19395,0.351733,0.259764
1000,811.067,90.66,193.182,8747.28,2.13319,0.349194,0.259576
1000,816.406,90.76,187.867,8516.03,2.07222,0.346636,0.259389
1000,821.776,90.86,182.522,8282.85,2.01104,0.344059,0.259204
1000,827.175,90.96,177.147,8047.77,1.94967,0.341463,0.259019
1000,832.602,91.06,171.742,7810.83,1.88811,0.33885,0.258836
1000,838.056,91.16,166.31,7572.08,1.82637,0.33622,0.258653
1000,843.537,91.26,160.85,7331.54,1.76448,0.333572,0.258472
1000,849.043,91.36,155.364,7089.26,1.70243,0.330908,0.258291
1000,854.574,91.46,149.853,6845.28,1.64025,0.328227,0.258112
1000,860.128,91.56,144.317,6599.63,1.57793,0.325531,0.257934
1000,865.705,91.66,138.759,6352.37,1.51549,0.32282,0.257757
1000,871.303,91.76,133.178,6103.52,1.45295,0.320093,0.257581
1000,878.048,91.86,127.575,5853.14,1.39031,0.317352,0.257406
1000,882.56,91.96,121.952,5601.25,1.32758,0.314597,0.257233
1000,888.218,92.06,116.31,5347.91,1.26478,0.311829,0.25706
1000,893.892,92.16,110.649,5093.17,1.20192,0.309047,0.256889
1000,899.583,92.26,104.971,4837.05,1.13901,0.306253,0.256719
1000,905.29,92.36,99.2764,4579.62,1.07605,0.303447,0.25655
1000,911.011,92.46,93.5667,4320.91,1.01306,0.300629,0.256382
1000,916.746,92.56,87.8427,4060.97,0.950062,0.297799,0.256216
1000,922.493,92.66,82.1055,3799.84,0.887052,0.294959,0.256051
1000,928.252,92.76,76.356,3537.57,0.824044,0.292109,0.255887
1000,934.021,92.86,70.5951,3274.2,0.761051,0.289249,0.255724
1000,939.8,92.96,64.8239,3009.77,0.698082,0.286379,0.255563
1000,945.587,93.06,59.0434,2744.34,0.635149,0.2835,0.255403
1000,951.381,93.16,53.2548,2477.95,0.572264,0.280614,0.255244
1000,957.182,93.26,47.4593,2210.65,0.509438,0.277719,0.255087
1000,962.987,93.36,41.6577,1942.5,0.446683,0.274817,0.254931
1000,968.797,93.46,35.8511,1673.53,0.384009,0.271908,0.254776
1000,974.61,93.56,30.0406,1403.8,0.321428,0.268993,0.254622
1000,980.425,93.66,24.2273,1133.35,0.25895,0.266072,0.25447
1000,986.24,93.76,18.4122,862.245,0.196586,0.263146,0.254319
1000,992.056,93.86,12.5963,590.514,0.134346,0.260215,0.25417
1000,997.871,93.96,6.78066,318.217,0.0722423,0.257279,0.254022
1000,1003.68,94.06,0.96654,45.408,0.0102867,0.25434,0.253875
1000,1009.49,94.16,-4.84522,-227.871,-0.051512,0.251397,0.25373
1000,1015.3,94.26,-10.6534,-501.561,-0.113141,0.248452,0.253586
1000,1021.1,94.36,-16.457,-775.619,-0.174592,0.245505,0.253443
1000,1026.89,94.46,-22.2549,-1049.99,-0.235851,0.242556,0.253302
1000,1032.67,94.56,-28.0461,-1324.62,-0.29691,0.239606,0.253162
1000,1038.45,94.66,-33.8295,-1599.46,-0.357757,0.236655,0.253024
1000,1044.22,94.76,-39.604,-1874.46,-0.418381,0.233705,0.252887
1000,1049.97,94.86,-45.3686,-2149.56,-0.478773,0.230754,0.252751
1000,1055.72,94.96,-51.1222,-2424.72,-0.538922,0.227805,0.252617
1000,1061.45,95.06,-56.8637,-2699.89,-0.598817,0.224857,0.252485
1000,1067.16,95.16,-62.5919,-2974.99,-0.658446,0.221912,0.252353
1000,1072.87,95.26,-68.3059,-3249.99,-0.7178,0.218969,0.252224
1000,1078.55,95.36,-74.0045,-3524.83,-0.776869,0.216029,0.252095
1000,1084.22,95.46,-79.6868,-3799.47,-0.835642,0.213093,0.251968
1000,1089.87,95.56,-85.3518,-4073.84,-0.894111,0.210162,0.251843
1000,1095.5,95.66,-90.9982,-4347.9,-0.952263,0.207235,0.251719
1000,1102.23,95.76,-96.625,-4621.57,-1.01009,0.204313,0.251596
1000,1106.7,95.86,-102.231,-4894.83,-1.06758,0.201398,0.251475
1000,1112.27,95.96,-107.816,-5167.61,-1.12472,0.198489,0.251356
1000,1117.81,96.06,-113.378,-5439.85,-1.18151,0.195587,0.251237
1000,1123.33,96.16,-118.916,-5711.52,-1.23793,0.192693,0.251121
1000,1128.82,96.26,-124.429,-5982.54,-1.29398,0.189806,0.251005
1000,1134.29,96.36,-129.916,-6252.87,-1.34964,0.186929,0.250892
1000,1139.72,96.46,-135.377,-6522.45,-1.40491,0.184061,0.250779
1000,1145.13,96.56,-140.809,-6791.22,-1.45977,0.181202,0.250668
1000,1150.51,96.66,-146.212,-7059.13,-1.51421,0.178354,0.250559
1000,1155.86,96.76,-151.585,-7326.11,-1.56823,0.175517,0.250451
1000,1161.18,96.86,-156.927,-7592.13,-1.62182,0.172692,0.250345
1000,1166.46,96.96,-162.237,-7857.14,-1.67496,0.169878,0.25024
1000,1171.71,97.06,-167.514,-8121.06,-1.72766,0.167078,0.250136
1000,1176.92,97.16,-172.756,-8383.86,-1.77989,0.16429,0.250034
1000,1182.1,97.26,-179.001,-8695.86,-1.84233,0.161001,0.249934
1000,1187.24,97.36,-183.135,-8905.84,-1.88294,0.158757,0.249835
1000,1192.35,97.46,-188.269,-9164.92,-1.93374,0.156012,0.249737
1000,1197.41,97.56,-193.364,-9422.64,-1.98404,0.153282,0.249641
1000,1202.44,97.66,-198.421,-9678.95,-2.03383,0.150569,0.249546
1000,1207.42,97.76,-203.437,-9933.82,-2.08311,0.147872,0.249453
1000,1212.36,97.86,-208.412,-10187.2,-2.13187,0.145192,0.249361
1000,1217.26,97.96,-213.345,-10439,-2.1801,0.14253,0.249271
1000,1222.12,98.06,-218.235,-10689.1,-2.22779,0.139885,0.249182
1000,1226.92,98.16,-223.081,-10937.6,-2.27494,0.137259,0.249094
1000,1231.69,98.26,-227.882,-11184.4,-2.32153,0.134653,0.249008
1000,1236.41,98.36,-232.637,-11429.4,-2.36756,0.132066,0.248923
1000,1241.08,98.46,-237.345,-11672.6,-2.41302,0.129499,0.24884
1000,1245.7,98.56,-242.005,-11913.9,-2.4579,0.126953,0.248758
1000,1250.27,98.66,-246.616,-12153.2,-2.50219,0.124429,0.248678
1000,1254.79,98.76,-251.178,-12390.6,-2.54589,0.121926,0.248599
1000,1259.26,98.86,-255.689,-12625.9,-2.589,0.119446,0.248521
1000,1263.68,98.96,-260.149,-12859.2,-2.63149,0.116989,0.248445
1000,1268.04,99.06,-264.556,-13090.2,-2.67337,0.114555,0.24837
1000,1272.36,99.16,-268.911,-13319.1,-2.71462,0.112145,0.248297
1000,1276.61,99.26,-273.211,-13545.8,-2.75525,0.109759,0.248225
1000,1280.81,99.36,-277.456,-13770.1,-2.79524,0.107398,0.248154
1000,1284.96,99.46,-281.645,-13992.1,-2.83459,0.105063,0.248085
1000,1289.04,99.56,-285.778,-14211.7,-2.87329,0.102754,0.248017
1000,1293.07,99.66,-289.853,-14428.9,-2.91134,0.100472,0.24795
1000,1297.83,99.76,-293.869,-14643.5,-2.94872,0.098216,0.247885
1000,1300.95,99.86,-297.827,-14855.6,-2.98543,0.0959879,0.247821
1000,1304.8,99.96,-301.724,-15065.1,-3.02147,0.0937877,0.247758
1000,1308.59,100.06,-305.561,-15271.9,-3.05683,0.0916161,0.247697
1000,1312.31,100.16,-309.336,-15476.1,-3.0915,0.0894733,0.247636
1000,1315.97,100.26,-313.049,-15677.5,-3.12549,0.08736,0.247578
1000,1319.57,100.36,-316.698,-15876.1,-3.15877,0.0852765,0.24752
1000,1323.11,100.46,-320.284,-16071.9,-3.19135,0.0832234,0.247464
1000,1326.58,100.56,-323.805,-16264.7,-3.22323,0.0812012,0.247409
1000,1329.98,100.66,-327.261,-16454.7,-3.25438,0.0792105,0.247355
1000,1333.31,100.76,-330.65,-16641.6,-3.28482,0.0772514,0.247303
1000,1336.58,100.86,-333.973,-16825.6,-3.31454,0.0753246,0.247251
1000,1339.78,100.96,-337.228,-17006.4,-3.34353,0.0734307,0.247201
1000,1342.91,101.06,-340.415,-17184.1,-3.37178,0.0715698,0.247153
1000,1346.58,101.16,-343.533,-17358.7,-3.3993,0.0697425,0.247105
1000,1348.97,101.26,-346.581,-17530.1,-3.42607,0.0679492,0.247058
1000,1351.89,101.36,-349.559,-17698.2,-3.4521,0.0661904,0.247013
1000,1354.74,101.46,-352.467,-17863,-3.47737,0.0644665,0.246969
1000,1357.52,101.56,-355.302,-18024.5,-3.50189,0.0627779,0.246926
1000,1360.22,101.66,-358.066,-18182.6,-3.52566,0.0611252,0.246884
1000,1362.86,101.76,-360.756,-18337.2,-3.54865,0.0595084,0.246843
1000,1365.41,101.86,-363.373,-18488.4,-3.57089,0.0579283,0.246804
1000,1367.9,101.96,-365.917,-18636.1,-3.59235,0.0563852,0.246765
1000,1370.31,102.06,-368.385,-18780.3,-3.61304,0.0548795,0.246728
1000,1372.64,102.16,-370.779,-18920.8,-3.63295,0.0534116,0.246691
1000,1374.9,102.26,-373.096,-19057.8,-3.65208,0.0519818,0.246656
1000,1377.08,102.36,-375.338,-19191,-3.67043,0.0505904,0.246621
1000,1379.18,102.46,-377.503,-19320.6,-3.68799,0.0492382,0.246588
1000,1381.2,102.56,-379.59,-19446.4,-3.70477,0.047925,0.246555
1000,1383.15,102.66,-381.6,-19568.5,-3.72075,0.0466515,0.246524
1000,1385.02,102.76,-383.532,-19686.7,-3.73594,0.045418,0.246494
1000,1386.81,102.86,-385.385,-19801.1,-3.75034,0.0442247,0.246464
1000,1388.52,102.96,-387.159,-19911.6,-3.76394,0.0430721,0.246436
1000,1390.15,103.06,-388.853,-20018.1,-3.77674,0.0419605,0.246408
1000,1391.7,103.16,-390.467,-20120.8,-3.78873,0.0408903,0.246381
1000,1393.17,103.26,-392.001,-20219.4,-3.79993,0.0398616,0.246356
1000,1394.56,103.36,-393.454,-20314,-3.81032,0.0388749,0.246331
1000,1395.86,103.46,-394.826,-20404.6,-3.81991,0.0379305,0.246307
1000,1397.09,103.56,-396.116,-20491.1,-3.82869,0.0370285,0.246283
1000,1398.23,103.66,-397.325,-20573.5,-3.83666,0.0361695,0.246261
1000,1399.29,103.76,-398.451,-20651.7,-3.84382,0.0353536,0.246239
1000,1400.27,103.86,-399.494,-20725.8,-3.85018,0.0345811,0.246219
1000,1401.16,103.96,-400.455,-20795.6,-3.85572,0.0338522,0.246199
1000,1401.97,104.06,-401.333,-20861.3,-3.86045,0.0331672,0.246179
1000,1402.84,104.16,-402.127,-20922.7,-3.86438,0.0325265,0.246161
1000,1403.46,104.26,-402.837,-20979.8,-3.86749,0.0319302,0.246143
1000,1403.9,104.36,-403.464,-21032.6,-3.86978,0.0313788,0.246126
1000,1404.38,104.46,-404.006,-21081,-3.87127,0.0308722,0.24611
1000,1404.77,104.56,-404.463,-21125.1,-3.87195,0.0304107,0.246094
1000,1405.07,104.66,-404.836,-21164.8,-3.87181,0.0299946,0.246079
1000,1405.29,104.76,-405.125,-21200.2,-3.87086,0.0296241,0.246064
1000,1405.43,104.86,-405.328,-21231.1,-3.86911,0.0292994,0.24605
1000,1405.48,104.96,-405.446,-21257.5,-3.86654,0.0290207,0.246037
1000,1405.44,105.06,-405.478,-21279.5,-3.86317,0.0287881,0.246024
1000,1405.32,105.16,-405.426,-21297,-3.85899,0.0286019,0.246012
1000,1405.06,105.26,-405.287,-21310,-3.854,0.0284622,0.246
1000,1404.82,105.36,-405.063,-21318.5,-3.84822,0.0283691,0.245989
1000,1404.36,105.46,-404.754,-21322.4,-3.84162,0.0283227,0.245979
1000,1403.98,105.56,-404.358,-21321.8,-3.83423,0.0283235,0.245968
1000,1403.43,105.66,-403.877,-21316.6,-3.82604,0.0283712,0.245959
1000,1402.79,105.76,-403.31,-21306.9,-3.81705,0.0284661,0.245949
1000,1402.07,105.86,-402.657,-21292.5,-3.80727,0.0286082,0.245941
1000,1401.27,105.96,-401.919,-21273.5,-3.7967,0.0287977,0.245932
1000,1400.37,106.06,-401.094,-21250,-3.78534,0.0290347,0.245924
1000,1399.19,106.16,-400.185,-21221.8,-3.77319,0.0293191,0.245916
1000,1398.33,106.26,-399.189,-21189,-3.76026,0.0296512,0.245909
1000,1397.18,106.36,-398.109,-21151.5,-3.74655,0.0300309,0.245902
1000,1395.95,106.46,-396.943,-21109.4,-3.73207,0.0304584,0.245895
1000,1394.63,106.56,-395.691,-21062.7,-3.71681,0.0309336,0.245889
1000,1393.23,106.66,-394.355,-21011.2,-3.70078,0.0314566,0.245883
1000,1391.74,106.76,-392.934,-20955.2,-3.68399,0.0320273,0.245877
1000,1390.16,106.86,-391.428,-20894.4,-3.66643,0.0326459,0.245871
1000,1388.51,106.96,-389.838,-20829.1,-3.64812,0.033312,0.245866
1000,1386.76,107.06,-388.164,-20759,-3.62906,0.034026,0.245861
1000,1384.94,107.16,-386.405,-20684.3,-3.60924,0.0347877,0.245856
1000,1383.03,107.26,-384.564,-20604.9,-3.58869,0.035597,0.245851
1000,1381.04,107.36,-382.638,-20520.9,-3.56739,0.0364539,0.245846
1000,1378.96,107.46,-380.63,-20432.2,-3.54536,0.0373582,0.245841
1000,1376.81,107.56,-378.539,-20338.9,-3.52261,0.0383098,0.245837
1000,1374.11,107.66,-376.366,-20241,-3.49913,0.0393089,0.245832
1000,1372.25,107.76,-374.111,-20138.4,-3.47493,0.040355,0.245828
1000,1369.85,107.86,-371.774,-20031.2,-3.45002,0.0414483,0.245823
1000,1367.36,107.96,-369.357,-19919.4,-3.42441,0.0425885,0.245819
1000,1364.8,108.06,-366.859,-19803,-3.3981,0.0437755,0.245814
1000,1361.62,108.16,-364.28,-19682.1,-3.37109,0.0450091,0.24581
1000,1359.44,108.26,-361.623,-19556.5,-3.3434,0.046289,0.245805
1000,1356.64,108.36,-358.885,-19426.5,-3.31503,0.0476153,0.2458
1000,1353.18,108.44,-356.07,-19288.3,-3.2866,0.0490231,0.245795
1000,1350.81,108.56,-353.176,-19152.7,-3.25628,0.0504058,0.245791
1000,1347.77,108.66,-350.205,-19009.1,-3.22591,0.0518696,0.245785
1000,1344.66,108.76,-347.157,-18861,-3.19489,0.0533787,0.24578
1000,1341.48,108.86,-344.033,-18708.5,-3.16323,0.0549328,0.245775
1000,1338.22,108.96,-340.833,-18551.5,-3.13093,0.056532,0.245769
1000,1334.21,109.06,-337.558,-18390.2,-3.098,0.0581757,0.245763
1000,1331.48,109.16,-334.209,-18224.4,-3.06445,0.0598637,0.245757
1000,1328,109.26,-330.787,-18054.4,-3.03029,0.0615957,0.24575
1000,1324.44,109.36,-327.292,-17879.9,-2.99553,0.0633713,0.245743
1000,1320.82,109.46,-323.724,-17701.2,-2.96017,0.0651904,0.245736
1000,1317.12,109.56,-320.085,-17518.3,-2.92422,0.0670525,0.245728
1000,1313.36,109.66,-316.376,-17331.1,-2.8877,0.0689573,0.245721
1000,1309.52,109.76,-312.597,-17139.7,-2.8506,0.0709044,0.245712
1000,1305.62,109.86,-308.748,-16944.1,-2.81294,0.0728936,0.245704
1000,1301.65,109.96,-304.832,-16744.4,-2.77473,0.0749244,0.245694
1000,1296.8,110.06,-300.848,-16540.6,-2.73598,0.0769963,0.245685
1000,1293.51,110.16,-296.798,-16332.8,-2.69669,0.079109,0.245674
1000,1289.34,110.26,-292.682,-16120.9,-2.65688,0.0812622,0.245664
1000,1285.11,110.36,-288.501,-15905.1,-2.61655,0.0834552,0.245653
1000,1280.82,110.46,-284.257,-15685.3,-2.57572,0.0856878,0.245641
1000,1276.46,110.56,-279.949,-15461.6,-2.5344,0.0879595,0.245628
1000,1272.04,110.66,-275.58,-15234.1,-2.49258,0.0902697,0.245615
1000,1267.56,110.76,-271.15,-15002.7,-2.4503,0.0926182,0.245602
1000,1263.02,110.86,-266.659,-14767.6,-2.40754,0.0950044,0.245588
1000,1258.43,110.96,-262.11,-14528.8,-2.36434,0.0974276,0.245573
1000,1252.84,111.06,-257.503,-14286.3,-2.32068,0.0998876,0.245557
1000,1249.07,111.16,-252.838,-14040.1,-2.27659,0.102384,0.245541
1000,1244.3,111.26,-248.118,-13790.4,-2.23208,0.104916,0.245524
1000,1238.51,111.36,-243.343,-13537.2,-2.18716,0.107479,0.245503
1000,1233.63,111.48,-237.542,-13228.7,-2.13271,0.110608,0.245484
1000,1228.7,111.58,-232.649,-12967.9,-2.08692,0.113251,0.245465
1000,1223.71,111.68,-227.706,-12703.7,-2.04074,0.115926,0.245445
1000,1218.68,111.78,-222.712,-12436.2,-1.9942,0.118635,0.245423
1000,1213.6,111.88,-217.668,-12165.5,-1.94729,0.121375,0.245402
1000,1208.47,111.98,-212.577,-11891.6,-1.90004,0.124147,0.245379
1000,1203.29,112.08,-207.438,-11614.5,-1.85246,0.126951,0.245355
1000,1198.07,112.18,-202.254,-11334.3,-1.80455,0.129784,0.24533
1000,1192.81,112.28,-197.025,-11051.1,-1.75633,0.132648,0.245305
1000,1187.51,112.38,-191.753,-10765,-1.70781,0.13554,0.245278
