kP,kI,kD
1e-05,1e-05,0.0001
Target,Altitude,Time,P,I,D,Thrott,Thrott_G
1000,1224.36,38.46,-220.858,-4236.05,-5.7575,0.278005,0.32315
1000,1228.73,38.56,-225.24,-4331.36,-5.85646,0.276847,0.322999
1000,1233.09,38.66,-229.607,-4426.82,-5.95453,0.275689,0.322849
1000,1237.43,38.76,-233.959,-4522.42,-6.0517,0.27453,0.322699
1000,1241.75,38.86,-238.295,-4618.15,-6.14795,0.273371,0.32255
1000,1246.06,38.96,-242.615,-4714,-6.2433,0.272211,0.322401
1000,1251.21,39.06,-246.919,-4809.97,-6.33775,0.271051,0.322254
1000,1255.48,39.16,-251.206,-4906.06,-6.43129,0.269891,0.322107
1000,1258.88,39.26,-255.477,-5002.24,-6.52392,0.268731,0.32196
1000,1263.12,39.36,-259.73,-5098.51,-6.61565,0.26757,0.321814
1000,1267.34,39.46,-263.967,-5194.87,-6.70647,0.26641,0.321669
1000,1271.55,39.56,-268.185,-5291.3,-6.79639,0.265251,0.321525
1000,1275.73,39.66,-272.386,-5387.8,-6.88539,0.264091,0.321381
1000,1279.9,39.76,-276.569,-5484.36,-6.97349,0.262932,0.321238
1000,1284.05,39.86,-280.733,-5580.97,-7.06068,0.261773,0.321096
1000,1288.18,39.96,-284.878,-5677.62,-7.14696,0.260615,0.320954
1000,1292.29,40.06,-289.004,-5774.3,-7.23233,0.259457,0.320813
1000,1296.38,40.16,-293.111,-5871,-7.31679,0.2583,0.320673
1000,1300.45,40.26,-297.197,-5967.72,-7.40033,0.257144,0.320533
1000,1304.5,40.36,-301.264,-6064.45,-7.48297,0.255989,0.320394
1000,1308.53,40.46,-305.311,-6161.18,-7.56469,0.254835,0.320256
1000,1312.54,40.56,-309.337,-6257.88,-7.6455,0.253682,0.320119
1000,1316.53,40.66,-313.342,-6354.58,-7.72539,0.25253,0.319982
1000,1320.5,40.76,-317.326,-6451.23,-7.80437,0.251379,0.319845
1000,1324.44,40.86,-321.288,-6547.86,-7.88244,0.25023,0.31971
1000,1329.15,40.96,-325.229,-6644.43,-7.95959,0.249083,0.319575
1000,1332.27,41.06,-329.147,-6740.94,-8.03582,0.247937,0.319441
1000,1336.14,41.16,-333.043,-6837.38,-8.11114,0.246792,0.319308
1000,1340,41.26,-336.917,-6933.75,-8.18554,0.24565,0.319175
1000,1343.83,41.36,-340.767,-7030.02,-8.25901,0.244509,0.319043
1000,1347.64,41.46,-344.594,-7126.2,-8.33158,0.24337,0.318911
1000,1351.42,41.56,-348.398,-7222.28,-8.40322,0.242234,0.318781
1000,1355.18,41.66,-352.177,-7318.24,-8.47395,0.241099,0.318651
1000,1358.92,41.76,-355.933,-7414.08,-8.54375,0.239967,0.318521
1000,1362.63,41.86,-359.664,-7509.78,-8.61264,0.238837,0.318393
1000,1366.32,41.96,-363.37,-7605.33,-8.6806,0.23771,0.318265
1000,1369.98,42.06,-367.051,-7700.73,-8.74765,0.236585,0.318138
1000,1373.61,42.16,-370.707,-7795.97,-8.81377,0.235463,0.318011
1000,1377.22,42.26,-374.337,-7891.03,-8.87897,0.234344,0.317885
1000,1380.81,42.36,-377.941,-7985.9,-8.94324,0.233227,0.31776
1000,1384.36,42.46,-381.519,-8080.58,-9.0066,0.232114,0.317636
1000,1387.89,42.56,-385.071,-8175.06,-9.06903,0.231004,0.317512
1000,1391.4,42.66,-388.596,-8269.32,-9.13054,0.229897,0.317389
1000,1394.87,42.76,-392.093,-8363.35,-9.19113,0.228793,0.317267
1000,1398.32,42.86,-395.564,-8457.15,-9.25079,0.227693,0.317145
1000,1401.74,42.96,-399.007,-8550.71,-9.30953,0.226596,0.317024
1000,1405.13,43.06,-402.421,-8644,-9.36734,0.225503,0.316904
1000,1408.5,43.16,-405.807,-8737.03,-9.42423,0.224413,0.316784
1000,1411.83,43.26,-409.165,-8829.78,-9.48019,0.223328,0.316665
1000,1415.14,43.36,-412.494,-8922.25,-9.53523,0.222246,0.316547
1000,1418.41,43.46,-415.794,-9014.42,-9.58935,0.221168,0.316429
1000,1421.66,43.56,-419.065,-9106.28,-9.64254,0.220095,0.316312
1000,1424.88,43.66,-422.305,-9197.81,-9.6948,0.219026,0.316196
1000,1428.06,43.76,-425.516,-9289.02,-9.74614,0.217961,0.316081
1000,1431.22,43.86,-428.697,-9379.89,-9.79655,0.2169,0.315966
1000,1434.34,43.96,-431.847,-9470.41,-9.84603,0.215845,0.315852
1000,1437.44,44.06,-434.966,-9560.56,-9.89459,0.214794,0.315738
1000,1440.5,44.16,-438.055,-9650.34,-9.94223,0.213747,0.315626
1000,1443.53,44.26,-441.111,-9739.74,-9.98893,0.212706,0.315514
1000,1446.53,44.36,-444.137,-9828.74,-10.0347,0.21167,0.315402
1000,1449.5,44.46,-447.13,-9917.34,-10.0796,0.210639,0.315291
1000,1452.44,44.56,-450.091,-10005.5,-10.1235,0.209613,0.315181
1000,1455.34,44.66,-453.02,-10093.3,-10.1665,0.208592,0.315072
1000,1458.21,44.76,-455.916,-10180.6,-10.2086,0.207577,0.314963
1000,1461.05,44.86,-458.779,-10267.5,-10.2498,0.206568,0.314855
1000,1463.85,44.96,-461.609,-10353.9,-10.29,0.205564,0.314748
1000,1466.62,45.06,-464.405,-10439.8,-10.3293,0.204566,0.314641
1000,1469.35,45.16,-467.167,-10525.3,-10.3677,0.203574,0.314535
1000,1472.05,45.26,-469.896,-10610.2,-10.4051,0.202588,0.31443
1000,1474.72,45.36,-472.59,-10694.7,-10.4417,0.201608,0.314325
1000,1477.87,45.46,-475.249,-10778.7,-10.4773,0.200635,0.314221
1000,1480.46,45.56,-477.874,-10862.1,-10.512,0.199667,0.314118
1000,1482.51,45.66,-480.464,-10945,-10.5457,0.198706,0.314015
1000,1485.04,45.76,-483.525,-11038.9,-10.5897,0.19763,0.313913
1000,1487.53,45.86,-485.537,-11109.1,-10.6105,0.196805,0.313812
1000,1489.98,45.96,-488.019,-11190.3,-10.6415,0.195864,0.313711
1000,1492.4,46.06,-490.466,-11270.9,-10.6716,0.19493,0.313611
1000,1494.78,46.16,-492.876,-11350.9,-10.7007,0.194004,0.313512
1000,1497.12,46.26,-495.25,-11430.4,-10.729,0.193084,0.313413
1000,1499.43,46.36,-497.587,-11509.2,-10.7563,0.192172,0.313315
1000,1501.7,46.46,-499.886,-11587.4,-10.7827,0.191267,0.313218
1000,1503.93,46.56,-502.148,-11664.9,-10.8082,0.190369,0.313121
1000,1506.13,46.66,-504.373,-11741.8,-10.8328,0.189479,0.313025
1000,1508.28,46.76,-506.56,-11818,-10.8564,0.188597,0.312929
1000,1510.4,46.86,-508.708,-11893.6,-10.8791,0.187723,0.312834
1000,1512.48,46.96,-510.819,-11968.5,-10.901,0.186857,0.31274
1000,1514.52,47.06,-512.89,-12042.7,-10.9219,0.185998,0.312646
1000,1516.52,47.16,-514.923,-12116.1,-10.9418,0.185148,0.312553
1000,1518.48,47.26,-516.917,-12188.9,-10.9609,0.184306,0.312461
1000,1520.79,47.36,-518.872,-12260.9,-10.9791,0.183473,0.312369
1000,1522.66,47.46,-520.787,-12332.2,-10.9963,0.182648,0.312278
1000,1524.13,47.56,-522.662,-12402.8,-11.0127,0.181832,0.312187
1000,1525.94,47.66,-524.498,-12472.6,-11.0281,0.181024,0.312097
1000,1527.7,47.76,-526.293,-12541.6,-11.0427,0.180225,0.312008
1000,1529.42,47.86,-528.048,-12609.8,-11.0563,0.179435,0.311919
1000,1531.1,47.96,-529.762,-12677.2,-11.069,0.178655,0.311831
1000,1532.74,48.06,-531.436,-12743.8,-11.0808,0.177883,0.311744
1000,1534.34,48.16,-533.068,-12809.6,-11.0917,0.177121,0.311657
1000,1535.9,48.26,-534.659,-12874.6,-11.1017,0.176368,0.31157
1000,1537.42,48.36,-536.209,-12938.7,-11.1108,0.175624,0.311485
1000,1539.18,48.46,-537.717,-13002,-11.1191,0.174891,0.3114
1000,1540.61,48.56,-539.472,-13071.4,-11.1323,0.174093,0.311315
1000,1541.72,48.66,-540.608,-13126,-11.1328,0.173452,0.311231
1000,1543.06,48.76,-541.99,-13186.6,-11.1383,0.172748,0.311148
1000,1544.37,48.86,-543.329,-13246.4,-11.1429,0.172054,0.311065
1000,1545.63,48.96,-544.626,-13305.2,-11.1467,0.17137,0.310983
1000,1546.85,49.06,-545.88,-13363.1,-11.1495,0.170696,0.310901
1000,1548.03,49.16,-547.091,-13420.1,-11.1515,0.170033,0.31082
1000,1549.16,49.26,-548.259,-13476.2,-11.1525,0.16938,0.31074
1000,1550.25,49.36,-549.383,-13531.3,-11.1527,0.168737,0.310659
1000,1551.3,49.46,-550.464,-13585.5,-11.152,0.168106,0.31058
1000,1552.3,49.56,-551.501,-13638.6,-11.1504,0.167485,0.310501
1000,1553.44,49.66,-552.494,-13690.8,-11.148,0.166875,0.310423
1000,1554.17,49.76,-553.443,-13742,-11.1446,0.166276,0.310345
1000,1555.04,49.86,-554.347,-13792.2,-11.1404,0.165689,0.310268
1000,1556.02,49.96,-555.208,-13841.3,-11.1353,0.165112,0.310191
1000,1556.64,50.06,-556.023,-13889.5,-11.1294,0.164547,0.310115
1000,1557.52,50.16,-556.794,-13936.5,-11.1225,0.163994,0.310039
1000,1558.07,50.26,-557.52,-13982.6,-11.1148,0.163452,0.309964
1000,1558.71,50.36,-558.2,-14027.6,-11.1063,0.162921,0.30989
1000,1559.31,50.46,-558.836,-14071.5,-11.0968,0.162402,0.309815
1000,1559.87,50.56,-559.426,-14114.3,-11.0865,0.161896,0.309742
1000,1560.37,50.66,-559.97,-14156.1,-11.0754,0.161401,0.309669
1000,1560.84,50.76,-560.469,-14196.7,-11.0634,0.160918,0.309596
1000,1561.25,50.86,-560.922,-14236.2,-11.0505,0.160448,0.309524
1000,1561.69,50.96,-561.33,-14274.6,-11.0368,0.159989,0.309452
1000,1561.95,51.06,-561.69,-14311.9,-11.0222,0.159543,0.309381
1000,1562.27,51.16,-562.005,-14348,-11.0068,0.15911,0.30931
1000,1562.45,51.26,-562.273,-14383,-10.9905,0.158689,0.30924
1000,1562.64,51.36,-562.495,-14416.8,-10.9734,0.158281,0.309171
1000,1562.78,51.46,-562.671,-14449.4,-10.9554,0.157885,0.309101
1000,1562.88,51.56,-562.799,-14480.8,-10.9366,0.157503,0.309032
1000,1562.92,51.66,-562.881,-14511.1,-10.917,0.157133,0.308964
1000,1562.9,51.76,-562.916,-14540.1,-10.8965,0.156776,0.308896
1000,1562.84,51.86,-562.903,-14567.9,-10.8753,0.156433,0.308829
1000,1562.76,51.96,-562.844,-14594.5,-10.8531,0.156103,0.308762
1000,1562.58,52.06,-562.737,-14619.9,-10.8302,0.155786,0.308695
1000,1562.43,52.16,-562.583,-14644,-10.8064,0.155482,0.308629
1000,1562.19,52.26,-562.382,-14666.9,-10.7819,0.155192,0.308563
1000,1561.9,52.36,-562.133,-14688.5,-10.7565,0.154916,0.308498
1000,1561.56,52.46,-561.836,-14708.9,-10.7303,0.154653,0.308433
1000,1561.18,52.56,-561.492,-14727.9,-10.7032,0.154404,0.308369
1000,1560.75,52.66,-561.099,-14745.7,-10.6754,0.154169,0.308304
1000,1560.27,52.76,-560.659,-14762.2,-10.6468,0.153948,0.308241
1000,1559.75,52.86,-560.171,-14777.3,-10.6173,0.153741,0.308177
1000,1559.17,52.96,-559.635,-14791.2,-10.5871,0.153548,0.308115
1000,1558.55,53.06,-559.051,-14803.7,-10.5561,0.153369,0.308052
1000,1557.88,53.16,-558.419,-14814.9,-10.5243,0.153205,0.30799
1000,1557.16,53.26,-557.739,-14824.7,-10.4917,0.153054,0.307928
1000,1556.39,53.36,-557.011,-14833.2,-10.4583,0.152919,0.307867
1000,1555.58,53.46,-556.234,-14840.3,-10.4242,0.152797,0.307806
1000,1554.72,53.56,-555.41,-14846.1,-10.3893,0.152691,0.307745
1000,1553.8,53.66,-554.537,-14850.5,-10.3536,0.152599,0.307684
1000,1552.84,53.76,-553.616,-14853.5,-10.3171,0.152521,0.307624
1000,1551.84,53.86,-552.646,-14855.1,-10.2799,0.152459,0.307565
1000,1550.78,53.96,-551.629,-14855.4,-10.2419,0.152411,0.307505
1000,1549.68,54.06,-550.563,-14854.2,-10.2032,0.152378,0.307446
1000,1548.52,54.16,-549.449,-14851.6,-10.1637,0.152361,0.307387
1000,1547.32,54.26,-548.286,-14847.6,-10.1235,0.152358,0.307329
1000,1546.07,54.36,-547.076,-14842.2,-10.0825,0.15237,0.307271
1000,1544.77,54.46,-545.817,-14835.3,-10.0408,0.152397,0.307213
1000,1543.43,54.56,-544.51,-14827,-9.99834,0.15244,0.307155
1000,1542.04,54.66,-543.154,-14817.3,-9.95518,0.152498,0.307098
1000,1540.3,54.76,-541.751,-14806.1,-9.91129,0.152572,0.307041
1000,1538.8,54.86,-540.3,-14793.4,-9.86669,0.15266,0.306984
1000,1537.57,54.96,-538.8,-14779.3,-9.82137,0.152764,0.306927
1000,1535.98,55.06,-537.253,-14763.7,-9.77534,0.152884,0.306871
1000,1534.35,55.16,-535.657,-14746.6,-9.72861,0.153019,0.306815
1000,1532.67,55.26,-534.014,-14728.1,-9.68119,0.15317,0.306759
1000,1530.94,55.36,-532.323,-14708.1,-9.63307,0.153336,0.306704
1000,1528.8,55.46,-530.585,-14686.6,-9.58426,0.153518,0.306648
1000,1527.33,55.56,-528.798,-14663.6,-9.53477,0.153716,0.306593
1000,1525.46,55.66,-526.964,-14639.1,-9.4846,0.15393,0.306538
1000,1523.54,55.76,-525.083,-14613.1,-9.43375,0.154159,0.306484
1000,1521.58,55.86,-523.154,-14585.5,-9.38224,0.154404,0.306429
1000,1519.56,55.96,-521.178,-14556.5,-9.33007,0.154666,0.306375
1000,1517.5,56.06,-519.154,-14525.9,-9.27723,0.154943,0.306321
1000,1515.39,56.16,-517.083,-14493.9,-9.22375,0.155236,0.306267
1000,1513.24,56.26,-514.966,-14460.2,-9.16962,0.155545,0.306214
1000,1511.04,56.36,-512.801,-14425.1,-9.11485,0.15587,0.30616
1000,1508.79,56.46,-510.59,-14388.4,-9.05944,0.156211,0.306107
1000,1506.49,56.56,-508.332,-14350.2,-9.0034,0.156568,0.306054
1000,1504.15,56.66,-506.027,-14310.5,-8.94674,0.156941,0.306001
1000,1501.76,56.76,-503.677,-14269.2,-8.88946,0.157331,0.305948
1000,1499.33,56.86,-501.279,-14226.3,-8.83156,0.157736,0.305895
1000,1496.85,56.96,-498.836,-14181.9,-8.77306,0.158158,0.305843
1000,1493.81,57.06,-495.843,-14121.6,-8.70511,0.158745,0.30579
1000,1491.75,57.16,-493.812,-14088.4,-8.65425,0.15905,0.305738
1000,1489.13,57.26,-491.231,-14039.4,-8.59396,0.15952,0.305686
1000,1486.47,57.36,-488.605,-13988.8,-8.53309,0.160007,0.305634
1000,1483.22,57.46,-485.933,-13936.6,-8.47164,0.160509,0.305581
1000,1481.01,57.56,-483.217,-13882.8,-8.40962,0.161028,0.30553
1000,1477.65,57.66,-480.455,-13827.5,-8.34704,0.161563,0.305478
1000,1475.37,57.76,-477.649,-13770.6,-8.28389,0.162115,0.305426
1000,1472.49,57.86,-474.799,-13712.2,-8.2202,0.162682,0.305374
1000,1469.56,57.96,-471.904,-13652.2,-8.15596,0.163266,0.305322
1000,1466.58,58.06,-468.965,-13590.6,-8.09118,0.163866,0.30527
1000,1463.56,58.16,-465.982,-13527.5,-8.02587,0.164482,0.305219
1000,1460.5,58.26,-462.345,-13445,-7.94954,0.165299,0.305167
1000,1457.4,58.36,-459.886,-13396.5,-7.89368,0.165763,0.305116
1000,1454.25,58.46,-456.773,-13328.6,-7.82682,0.166427,0.305064
1000,1451.06,58.56,-453.617,-13259.2,-7.75944,0.167108,0.305012
1000,1447.83,58.66,-450.419,-13188.3,-7.69157,0.167805,0.304961
1000,1444.55,58.76,-447.178,-13115.7,-7.62321,0.168518,0.304909
1000,1441.24,58.86,-443.895,-13041.6,-7.55437,0.169247,0.304857
1000,1437.88,58.96,-440.57,-12966,-7.48504,0.169992,0.304806
1000,1434.48,59.06,-437.203,-12888.7,-7.41525,0.170753,0.304754
1000,1431.04,59.16,-433.795,-12810,-7.34499,0.17153,0.304702
1000,1427.56,59.26,-430.346,-12729.6,-7.27428,0.172323,0.30465
1000,1424.04,59.36,-426.856,-12647.8,-7.20311,0.173132,0.304598
1000,1420.47,59.46,-423.326,-12564.3,-7.13151,0.173957,0.304546
1000,1416.87,59.56,-419.756,-12479.3,-7.05947,0.174798,0.304494
1000,1413.23,59.66,-416.146,-12392.8,-6.987,0.175654,0.304442
1000,1408.81,59.76,-412.496,-12304.7,-6.91411,0.176526,0.30439
1000,1405.83,59.86,-408.807,-12215.1,-6.84081,0.177414,0.304338
1000,1402.07,59.96,-405.079,-12124,-6.7671,0.178318,0.304285
1000,1398.27,60.06,-401.312,-12031.3,-6.69299,0.179237,0.304233
1000,1394.44,60.16,-397.507,-11937.1,-6.61849,0.180172,0.30418
1000,1390.56,60.26,-393.664,-11841.4,-6.54361,0.181122,0.304127
1000,1386.65,60.36,-389.783,-11744.2,-6.46835,0.182088,0.304074
1000,1382.7,60.46,-385.865,-11645.4,-6.39272,0.183069,0.304021
1000,1377.92,60.56,-381.909,-11545.1,-6.31673,0.184066,0.303968
1000,1374.7,60.66,-377.918,-11443.4,-6.24039,0.185078,0.303914
1000,1370.64,60.76,-373.89,-11340.1,-6.1637,0.186105,0.303861
1000,1366.55,60.86,-369.826,-11235.3,-6.08667,0.187147,0.303807
1000,1361.59,60.96,-365.727,-11129.1,-6.00931,0.188204,0.303753
1000,1358.26,61.06,-361.592,-11021.3,-5.93163,0.189276,0.303699
1000,1354.06,61.16,-357.423,-10912.1,-5.85363,0.190363,0.303644
1000,1349.83,61.26,-353.219,-10801.4,-5.77533,0.191465,0.303589
1000,1344.71,61.36,-348.981,-10689.3,-5.69672,0.192582,0.303535
1000,1341.27,61.46,-344.71,-10575.7,-5.61783,0.193713,0.303479
1000,1336.94,61.56,-340.405,-10460.7,-5.53865,0.194859,0.303424
1000,1332.58,61.66,-336.068,-10344.2,-5.4592,0.19602,0.303368
1000,1328.18,61.76,-331.699,-10226.3,-5.37948,0.197195,0.303312
1000,1323.75,61.86,-327.297,-10106.9,-5.2995,0.198384,0.303256
1000,1319.29,61.96,-321.973,-9958.63,-5.20487,0.199873,0.3032
1000,1314.81,62.06,-318.399,-9864,-5.13878,0.200805,0.303143
1000,1310.29,62.16,-313.904,-9740.44,-5.05807,0.202037,0.303086
1000,1305.74,62.26,-309.378,-9615.48,-4.97713,0.203282,0.303028
1000,1301.16,62.36,-304.823,-9489.15,-4.89597,0.204541,0.302971
1000,1296.55,62.46,-300.239,-9361.44,-4.8146,0.205814,0.302913
1000,1291.91,62.56,-295.625,-9232.37,-4.73303,0.207101,0.302854
1000,1286.31,62.66,-290.983,-9101.95,-4.65126,0.208401,0.302796
1000,1282.56,62.76,-286.313,-8970.19,-4.56931,0.209715,0.302737
1000,1277.84,62.86,-281.615,-8837.09,-4.48718,0.211042,0.302677
1000,1273.09,62.96,-276.89,-8702.67,-4.40488,0.212382,0.302618
1000,1268.32,63.06,-272.139,-8566.93,-4.32241,0.213735,0.302557
1000,1263.52,63.16,-267.361,-8429.9,-4.23979,0.2151,0.302497
1000,1258.7,63.26,-262.558,-8291.58,-4.15703,0.216479,0.302436
1000,1253.85,63.36,-257.729,-8151.98,-4.07413,0.21787,0.302375
1000,1248.98,63.46,-252.876,-8011.12,-3.9911,0.219274,0.302313
1000,1244.08,63.56,-247.999,-7869,-3.90795,0.22069,0.302251
1000,1239.16,63.66,-243.097,-7725.63,-3.82469,0.222119,0.302188
1000,1234.22,63.76,-238.172,-7581.02,-3.74132,0.223559,0.302125
1000,1228.25,63.86,-233.225,-7435.2,-3.65785,0.225012,0.302062
1000,1224.26,63.96,-227.258,-7256.35,-3.55869,0.226806,0.301998
1000,1219.25,64.06,-223.263,-7139.95,-3.49067,0.227953,0.301934
1000,1214.22,64.16,-218.25,-6990.55,-3.40697,0.22944,0.301869
1000,1209.18,64.26,-213.217,-6839.99,-3.3232,0.230939,0.301804
1000,1204.11,64.36,-208.163,-6688.27,-3.23938,0.23245,0.301738
1000,1199.02,64.46,-203.089,-6535.42,-3.15552,0.233971,0.301672
1000,1193.91,64.56,-197.997,-6381.43,-3.07162,0.235503,0.301605
1000,1188.78,64.66,-192.885,-6226.34,-2.98769,0.237047,0.301538
1000,1183.64,64.76,-187.756,-6070.15,-2.90374,0.2386,0.30147
1000,1178.48,64.86,-182.609,-5912.88,-2.81978,0.240165,0.301402
1000,1173.3,64.96,-177.445,-5754.54,-2.73582,0.241739,0.301333
1000,1168.11,65.06,-172.265,-5595.15,-2.65186,0.243324,0.301263
1000,1162.9,65.16,-167.068,-5434.72,-2.56791,0.244919,0.301194
1000,1157.68,65.26,-161.856,-5273.28,-2.48398,0.246523,0.301123
1000,1152.44,65.36,-156.63,-5110.82,-2.40009,0.248138,0.301052
1000,1147.19,65.46,-151.389,-4947.38,-2.31623,0.249761,0.300981
1000,1140.87,65.56,-146.134,-4782.96,-2.23241,0.251394,0.300908
1000,1136.64,65.66,-140.866,-4617.59,-2.14866,0.253036,0.300836
1000,1131.35,65.76,-135.586,-4451.28,-2.06497,0.254687,0.300762
1000,1126.05,65.86,-130.293,-4284.05,-1.98135,0.256347,0.300688
1000,1120.74,65.96,-124.989,-4115.9,-1.89781,0.258015,0.300614
1000,1115.42,66.06,-119.675,-3946.87,-1.81435,0.259692,0.300539
1000,1110.08,66.16,-113.283,-3741.75,-1.71486,0.261741,0.300463
1000,1104.74,66.26,-109.015,-3606.21,-1.64775,0.263069,0.300386
1000,1099.39,66.36,-103.671,-3434.63,-1.56461,0.26477,0.300309
1000,1092.96,66.46,-98.319,-3262.23,-1.4816,0.266478,0.300231
1000,1088.67,66.56,-91.886,-3053.37,-1.38258,0.268562,0.300153
1000,1082.22,66.66,-87.5916,-2915.05,-1.31598,0.269916,0.300074
1000,1077.91,66.76,-82.2174,-2740.31,-1.23338,0.271646,0.299994
1000,1072.53,66.86,-76.8371,-2564.82,-1.15095,0.273382,0.299914
1000,1067.14,66.96,-71.4514,-2388.62,-1.06867,0.275125,0.299833
1000,1061.74,67.06,-66.0604,-2211.7,-0.986565,0.276875,0.299751
1000,1056.35,67.16,-60.6651,-2034.1,-0.904639,0.27863,0.299668
1000,1050.94,67.26,-55.266,-1855.83,-0.8229,0.280392,0.299585
1000,1045.54,67.36,-49.8637,-1676.92,-0.741357,0.28216,0.299501
1000,1040.13,67.46,-44.4586,-1497.37,-0.660015,0.283933,0.299417
1000,1034.72,67.56,-37.97,-1280.73,-0.562851,0.286088,0.299332
1000,1029.32,67.66,-33.6432,-1136.47,-0.497976,0.287495,0.299246
1000,1023.91,67.76,-28.2341,-955.159,-0.417294,0.289283,0.299159
1000,1018.5,67.86,-22.8248,-773.303,-0.336847,0.291076,0.299071
1000,1013.09,67.96,-17.4161,-590.927,-0.256647,0.292874,0.298983
1000,1007.68,68.06,-12.0083,-408.043,-0.176697,0.294676,0.298894
1000,1001.2,68.16,-6.60236,-224.678,-0.0970079,0.296481,0.298804
1000,996.878,68.26,-1.19867,-40.8506,-0.0175861,0.298291,0.298713
1000,991.48,68.36,4.20217,143.42,0.0615613,0.300104,0.298622
1000,986.085,68.46,9.59949,328.11,0.140426,0.301921,0.29853
1000,980.696,68.56,14.9928,513.205,0.219001,0.303741,0.298437
1000,975.312,68.66,20.3814,698.675,0.297279,0.305563,0.298343
1000,969.933,68.76,25.7646,884.5,0.375249,0.307389,0.298249
1000,963.487,68.86,31.1419,1070.66,0.452907,0.309217,0.298153
1000,959.196,68.96,36.5126,1257.13,0.530244,0.311047,0.298057
1000,953.839,69.06,41.876,1443.89,0.607251,0.312878,0.29796
1000,948.49,69.16,47.2316,1630.91,0.683921,0.314712,0.297862
1000,942.083,69.26,52.5787,1818.17,0.760247,0.316547,0.297764
1000,937.82,69.36,57.9166,2005.65,0.83622,0.318384,0.297664
1000,932.5,69.46,63.2448,2193.33,0.911834,0.320221,0.297564
1000,926.131,69.56,68.5626,2381.18,0.98708,0.322059,0.297463
1000,921.893,69.66,73.8694,2569.18,1.06195,0.323897,0.297361
1000,916.608,69.76,79.1646,2757.3,1.13644,0.325736,0.297258
1000,911.335,69.86,84.4476,2945.53,1.21054,0.327575,0.297154
1000,906.076,69.96,89.7177,3133.84,1.28425,0.329413,0.297049
1000,900.831,70.06,94.9743,3322.2,1.35755,0.331251,0.296944
1000,895.6,70.16,100.217,3510.6,1.43044,0.333089,0.296838
1000,890.384,70.26,105.445,3699,1.50292,0.334925,0.29673
1000,885.185,70.36,110.657,3887.38,1.57497,0.33676,0.296622
1000,880.001,70.46,115.853,4075.72,1.64658,0.338594,0.296513
1000,874.835,70.56,121.033,4264,1.71776,0.340425,0.296403
1000,869.687,70.66,126.196,4452.19,1.78849,0.342255,0.296292
1000,864.557,70.76,131.34,4640.25,1.85877,0.344082,0.296181
1000,859.446,70.86,136.466,4828.18,1.92858,0.345907,0.296068
1000,853.339,70.96,141.573,5015.95,1.99793,0.347729,0.295954
1000,849.284,71.06,146.661,5203.52,2.06681,0.349548,0.29584
1000,844.234,71.16,151.727,5390.87,2.1352,0.351364,0.295724
1000,839.206,71.26,156.773,5577.99,2.20311,0.353176,0.295608
1000,834.199,71.36,161.797,5764.84,2.27052,0.354984,0.295491
1000,829.215,71.46,166.799,5951.4,2.33743,0.356788,0.295373
1000,824.255,71.56,171.779,6137.65,2.40384,0.358588,0.295253
1000,819.318,71.66,176.734,6323.56,2.46974,0.360383,0.295133
1000,813.427,71.76,181.666,6509.1,2.53511,0.362174,0.295012
1000,809.519,71.86,186.573,6694.25,2.59996,0.363959,0.29489
1000,804.658,71.96,191.455,6878.98,2.66428,0.365738,0.294767
1000,799.823,72.06,196.311,7063.27,2.72806,0.367512,0.294644
1000,795.015,72.16,201.141,7247.1,2.79129,0.36928,0.294519
1000,790.235,72.26,205.943,7430.42,2.85398,0.371042,0.294393
1000,785.483,72.36,210.718,7613.23,2.9161,0.372797,0.294266
1000,780.76,72.46,215.464,7795.48,2.97767,0.374546,0.294138
1000,776.066,72.56,220.181,7977.17,3.03866,0.376287,0.29401
1000,771.402,72.66,224.869,8158.25,3.09908,0.378021,0.29388
1000,766.769,72.76,229.527,8338.71,3.15892,0.379748,0.293749
1000,762.167,72.86,234.154,8518.52,3.21817,0.381466,0.293618
1000,757.597,72.96,238.75,8697.65,3.27683,0.383177,0.293485
1000,753.059,73.06,243.313,8876.08,3.33489,0.384879,0.293352
1000,748.554,73.16,247.845,9053.77,3.39234,0.386573,0.293217
1000,744.083,73.26,252.343,9230.7,3.44919,0.388257,0.293082
1000,739.646,73.36,256.807,9406.85,3.50542,0.389932,0.292945
1000,735.243,73.46,261.238,9582.19,3.56103,0.391598,0.292808
1000,730.876,73.56,265.633,9756.69,3.61602,0.393254,0.292669
1000,726.545,73.66,269.993,9930.34,3.67038,0.3949,0.29253
1000,722.25,73.76,274.317,10103.1,3.72409,0.396536,0.292389
1000,717.993,73.86,278.604,10274.9,3.77717,0.398161,0.292248
1000,713.773,73.96,282.854,10445.8,3.8296,0.399775,0.292105
1000,709.591,74.06,287.067,10615.7,3.88138,0.401378,0.291962
1000,705.448,74.16,291.241,10784.6,3.9325,0.40297,0.291818
1000,701.344,74.26,295.376,10952.5,3.98296,0.40455,0.291672
1000,697.28,74.36,299.472,11119.4,4.03275,0.406118,0.291526
1000,692.457,74.46,303.527,11285.2,4.08186,0.407674,0.291379
1000,689.275,74.56,307.543,11449.8,4.13031,0.409217,0.29123
1000,685.334,74.66,311.516,11613.3,4.17806,0.410747,0.291081
1000,681.436,74.76,315.449,11775.7,4.22514,0.412265,0.290931
1000,676.814,74.86,319.339,11936.9,4.27152,0.413769,0.290779
